number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_learning_rate,params_min_child_samples,params_num_leaves,params_reg_alpha,params_reg_lambda,state
13,0.4131143095380573,2025-12-21 02:48:58.266925,2025-12-21 02:48:59.217639,0 days 00:00:00.950714,0.5048579886309473,8,0.6548138382289023,0.19407481786871603,114,19,4.996812193207757,0.022590642319933907,COMPLETE
14,0.38351029132070896,2025-12-21 02:48:59.219118,2025-12-21 02:49:00.537842,0 days 00:00:01.318724,0.5797654491534234,10,0.7643661547358029,0.09704602571579096,78,43,0.7575207846082378,3.6904917106311634,COMPLETE
15,0.38740341757266616,2025-12-21 02:49:00.539307,2025-12-21 02:49:01.777643,0 days 00:00:01.238336,0.5916361574079215,8,0.7793992915216572,0.0931454203478488,134,48,2.126560410686016,1.439546497325321,COMPLETE
16,0.3633098578647592,2025-12-21 02:49:01.780775,2025-12-21 02:49:03.120976,0 days 00:00:01.340201,0.5636930180091415,7,0.6262329892929221,0.10629412329246435,113,57,0.863121553562868,3.197342331354389,COMPLETE
17,0.35482576117279346,2025-12-21 02:49:03.122343,2025-12-21 02:49:03.906220,0 days 00:00:00.783877,0.6574366255373658,9,0.8146643330149077,0.19422957580663425,148,27,0.06589607190461777,0.4893242440337615,COMPLETE
18,0.3625245654160831,2025-12-21 02:49:03.907731,2025-12-21 02:49:04.989900,0 days 00:00:01.082169,0.6570822892340241,6,0.8369254675969868,0.12796907552616718,156,29,0.9846570056817681,1.3639528624004458,COMPLETE
19,0.41876365297333507,2025-12-21 02:49:04.991299,2025-12-21 02:49:06.340178,0 days 00:00:01.348879,0.7163728055902459,9,0.920417139673753,0.0675631612150025,152,58,2.204674424692299,2.809443730797205,COMPLETE
20,0.37867900214934647,2025-12-21 02:49:06.341626,2025-12-21 02:49:08.266629,0 days 00:00:01.925003,0.7069083206767178,9,0.734380225697641,0.07238197275571763,67,27,0.5043961491799209,0.5087471989315983,COMPLETE
21,0.359087098682469,2025-12-21 02:49:08.268037,2025-12-21 02:49:09.092333,0 days 00:00:00.824296,0.5484039823507281,10,0.80016872218771,0.19956853848868733,95,28,0.07510605812843618,0.2957535817524365,COMPLETE
22,0.37245214922569814,2025-12-21 02:49:09.095436,2025-12-21 02:49:10.194625,0 days 00:00:01.099189,0.6207056512173403,9,0.6799780239481857,0.1598942051493933,125,17,1.2259890775709226,0.001431550615811017,COMPLETE
23,0.3657701040294173,2025-12-21 02:49:10.196186,2025-12-21 02:49:11.314403,0 days 00:00:01.118217,0.5261168287535571,7,0.7123703362205944,0.12337995198393684,95,30,0.4398194204782109,0.6110482711045846,COMPLETE
24,0.35136103500621363,2025-12-21 02:49:11.316051,2025-12-21 02:49:12.949746,0 days 00:00:01.633695,0.6070900197473761,10,0.5688901404632025,0.16240297644918114,157,52,0.48505835838094497,1.290948167017517,COMPLETE
25,0.3879509891838816,2025-12-21 02:49:12.954686,2025-12-21 02:49:15.108379,0 days 00:00:02.153693,0.6036848989595245,8,0.5878688977482006,0.08373638911294316,161,52,0.5736922495866481,1.1945726185329233,COMPLETE
26,0.3682619045876178,2025-12-21 02:49:15.113213,2025-12-21 02:49:16.394928,0 days 00:00:01.281715,0.6932689792988694,9,0.6292709531906837,0.11974037695176147,179,66,1.2140663565276164,1.7353995944753082,COMPLETE
27,0.34942710764042306,2025-12-21 02:49:16.396951,2025-12-21 02:49:17.508218,0 days 00:00:01.111267,0.5540210758507944,5,0.5525190557185995,0.15050297833536433,145,42,0.574416678613634,0.74877509099746,COMPLETE
28,0.3562881664363958,2025-12-21 02:49:17.509651,2025-12-21 02:49:18.706925,0 days 00:00:01.197274,0.7577901533910214,5,0.5382866269274407,0.16762570723018266,175,83,1.8005817736615533,2.164645312512173,COMPLETE
29,0.4347171400968454,2025-12-21 02:49:18.708332,2025-12-21 02:49:20.588859,0 days 00:00:01.880527,0.7907417789853736,4,0.5627983171983076,0.042444452111096605,144,44,0.5319385124411482,1.4340606719901408,COMPLETE
